league_id,league_name,country_name,season,fixture_id,utc_date,timezone,timestamp,status_long,status_short,elapsed,round,home_team_id,home_team_name,away_team_id,away_team_name,home_goals,away_goals,winner,venue_id,venue_name,referee
78,Bundesliga,Germany,2021,719349,2021-08-13T18:30:00+00:00,UTC,1628879400,Match Finished,FT,90,Regular Season - 1,163,Borussia Monchengladbach,157,Bayern Munich,1,1,DRAW,703,Stadion im BORUSSIA-PARK,M. Fritz
78,Bundesliga,Germany,2021,719351,2021-08-14T13:30:00+00:00,UTC,1628947800,Match Finished,FT,90,Regular Season - 1,161,VfL Wolfsburg,176,Vfl Bochum,1,0,HOME,752,VOLKSWAGEN ARENA,F. Willenborg
78,Bundesliga,Germany,2021,719355,2021-08-14T13:30:00+00:00,UTC,1628947800,Match Finished,FT,90,Regular Season - 1,170,FC Augsburg,167,1899 Hoffenheim,0,4,AWAY,698,WWK Arena,F. Brych
78,Bundesliga,Germany,2021,719353,2021-08-14T13:30:00+00:00,UTC,1628947800,Match Finished,FT,90,Regular Season - 1,172,VfB Stuttgart,178,SpVgg Greuther Furth,5,1,HOME,750,Mercedes-Benz-Arena,F. Zwayer
78,Bundesliga,Germany,2021,719352,2021-08-14T13:30:00+00:00,UTC,1628947800,Match Finished,FT,90,Regular Season - 1,182,Union Berlin,168,Bayer Leverkusen,1,1,DRAW,748,Stadion An der Alten Försterei,T. Reichel
78,Bundesliga,Germany,2021,719356,2021-08-14T13:30:00+00:00,UTC,1628947800,Match Finished,FT,90,Regular Season - 1,188,Arminia Bielefeld,160,SC Freiburg,0,0,DRAW,697,SchücoArena,S. Jablonski
78,Bundesliga,Germany,2021,719350,2021-08-14T16:30:00+00:00,UTC,1628958600,Match Finished,FT,90,Regular Season - 1,165,Borussia Dortmund,169,Eintracht Frankfurt,5,2,HOME,702,Signal-Iduna-Park,T. Stieler
78,Bundesliga,Germany,2021,719354,2021-08-15T13:30:00+00:00,UTC,1629034200,Match Finished,FT,90,Regular Season - 1,164,FSV Mainz 05,173,RB Leipzig,1,0,HOME,11899,MEWA ARENA,D. Siebert
78,Bundesliga,Germany,2021,719357,2021-08-15T15:30:00+00:00,UTC,1629041400,Match Finished,FT,90,Regular Season - 1,192,1. FC Köln,159,Hertha Berlin,3,1,HOME,731,RheinEnergieStadion,R. Hartmann
78,Bundesliga,Germany,2021,719359,2021-08-20T18:30:00+00:00,UTC,1629484200,Match Finished,FT,90,Regular Season - 2,173,RB Leipzig,172,VfB Stuttgart,4,0,HOME,738,Red Bull Arena,F. Badstübner
78,Bundesliga,Germany,2021,719364,2021-08-21T13:30:00+00:00,UTC,1629552600,Match Finished,FT,90,Regular Season - 2,159,Hertha Berlin,161,VfL Wolfsburg,1,2,AWAY,694,Olympiastadion Berlin,M. Jöllenbeck
78,Bundesliga,Germany,2021,719362,2021-08-21T13:30:00+00:00,UTC,1629552600,Match Finished,FT,90,Regular Season - 2,160,SC Freiburg,165,Borussia Dortmund,2,1,HOME,12274,Dreisamstadion,R. Schröder
78,Bundesliga,Germany,2021,719360,2021-08-21T13:30:00+00:00,UTC,1629552600,Match Finished,FT,90,Regular Season - 2,169,Eintracht Frankfurt,170,FC Augsburg,0,0,DRAW,10491,Deutsche Bank Park,H. Osmers
78,Bundesliga,Germany,2021,719365,2021-08-21T13:30:00+00:00,UTC,1629552600,Match Finished,FT,90,Regular Season - 2,176,Vfl Bochum,164,FSV Mainz 05,2,0,HOME,751,Vonovia Ruhrstadion,P. Ittrich
78,Bundesliga,Germany,2021,719366,2021-08-21T13:30:00+00:00,UTC,1629552600,Match Finished,FT,90,Regular Season - 2,178,SpVgg Greuther Furth,188,Arminia Bielefeld,1,1,DRAW,718,Sportpark Ronhof Thomas Sommer,D. Schlager
78,Bundesliga,Germany,2021,719361,2021-08-21T16:30:00+00:00,UTC,1629563400,Match Finished,FT,90,Regular Season - 2,168,Bayer Leverkusen,163,Borussia Monchengladbach,4,0,HOME,699,BayArena,D. Aytekin
78,Bundesliga,Germany,2021,719363,2021-08-22T13:30:00+00:00,UTC,1629639000,Match Finished,FT,90,Regular Season - 2,167,1899 Hoffenheim,182,Union Berlin,2,2,DRAW,724,PreZero Arena,S. Stegemann
78,Bundesliga,Germany,2021,719358,2021-08-22T15:30:00+00:00,UTC,1629646200,Match Finished,FT,90,Regular Season - 2,157,Bayern Munich,192,1. FC Köln,3,2,HOME,700,Allianz Arena,M. Petersen
78,Bundesliga,Germany,2021,719368,2021-08-27T18:30:00+00:00,UTC,1630089000,Match Finished,FT,90,Regular Season - 3,165,Borussia Dortmund,167,1899 Hoffenheim,3,2,HOME,702,Signal-Iduna-Park,F. Zwayer
78,Bundesliga,Germany,2021,719372,2021-08-28T13:30:00+00:00,UTC,1630157400,Match Finished,FT,90,Regular Season - 3,164,FSV Mainz 05,178,SpVgg Greuther Furth,3,0,HOME,11899,MEWA ARENA,T. Reichel
78,Bundesliga,Germany,2021,719373,2021-08-28T13:30:00+00:00,UTC,1630157400,Match Finished,FT,90,Regular Season - 3,170,FC Augsburg,168,Bayer Leverkusen,1,4,AWAY,698,WWK Arena,B. Brand
78,Bundesliga,Germany,2021,719371,2021-08-28T13:30:00+00:00,UTC,1630157400,Match Finished,FT,90,Regular Season - 3,172,VfB Stuttgart,160,SC Freiburg,2,3,AWAY,750,Mercedes-Benz-Arena,F. Willenborg
78,Bundesliga,Germany,2021,719374,2021-08-28T13:30:00+00:00,UTC,1630157400,Match Finished,FT,90,Regular Season - 3,188,Arminia Bielefeld,169,Eintracht Frankfurt,1,1,DRAW,697,SchücoArena,B. Dankert
78,Bundesliga,Germany,2021,719375,2021-08-28T13:30:00+00:00,UTC,1630157400,Match Finished,FT,90,Regular Season - 3,192,1. FC Köln,176,Vfl Bochum,2,1,HOME,731,RheinEnergieStadion,B. Cortus
78,Bundesliga,Germany,2021,719367,2021-08-28T16:30:00+00:00,UTC,1630168200,Match Finished,FT,90,Regular Season - 3,157,Bayern Munich,159,Hertha Berlin,5,0,HOME,700,Allianz Arena,S. Jablonski
78,Bundesliga,Germany,2021,719370,2021-08-29T13:30:00+00:00,UTC,1630243800,Match Finished,FT,90,Regular Season - 3,182,Union Berlin,163,Borussia Monchengladbach,2,1,HOME,748,Stadion An der Alten Försterei,F. Brych
78,Bundesliga,Germany,2021,719369,2021-08-29T15:30:00+00:00,UTC,1630251000,Match Finished,FT,90,Regular Season - 3,161,VfL Wolfsburg,173,RB Leipzig,1,0,HOME,752,VOLKSWAGEN ARENA,T. Stieler
78,Bundesliga,Germany,2021,719381,2021-09-11T13:30:00+00:00,UTC,1631367000,Match Finished,FT,90,Regular Season - 4,160,SC Freiburg,192,1. FC Köln,1,1,DRAW,12274,Dreisamstadion,H. Osmers
78,Bundesliga,Germany,2021,719382,2021-09-11T13:30:00+00:00,UTC,1631367000,Match Finished,FT,90,Regular Season - 4,167,1899 Hoffenheim,164,FSV Mainz 05,0,2,AWAY,724,PreZero Arena,M. Fritz
78,Bundesliga,Germany,2021,719378,2021-09-11T13:30:00+00:00,UTC,1631367000,Match Finished,FT,90,Regular Season - 4,168,Bayer Leverkusen,165,Borussia Dortmund,3,4,AWAY,699,BayArena,D. Siebert
78,Bundesliga,Germany,2021,719384,2021-09-11T13:30:00+00:00,UTC,1631367000,Match Finished,FT,90,Regular Season - 4,178,SpVgg Greuther Furth,161,VfL Wolfsburg,0,2,AWAY,718,Sportpark Ronhof Thomas Sommer,R. Hartmann
78,Bundesliga,Germany,2021,719379,2021-09-11T13:30:00+00:00,UTC,1631367000,Match Finished,FT,90,Regular Season - 4,182,Union Berlin,170,FC Augsburg,0,0,DRAW,748,Stadion An der Alten Försterei,M. Petersen
78,Bundesliga,Germany,2021,719376,2021-09-11T16:30:00+00:00,UTC,1631377800,Match Finished,FT,90,Regular Season - 4,173,RB Leipzig,157,Bayern Munich,1,4,AWAY,738,Red Bull Arena,D. Aytekin
78,Bundesliga,Germany,2021,719377,2021-09-12T13:30:00+00:00,UTC,1631453400,Match Finished,FT,90,Regular Season - 4,169,Eintracht Frankfurt,172,VfB Stuttgart,1,1,DRAW,10491,Deutsche Bank Park,M. Jöllenbeck
78,Bundesliga,Germany,2021,719383,2021-09-12T15:30:00+00:00,UTC,1631460600,Match Finished,FT,90,Regular Season - 4,176,Vfl Bochum,159,Hertha Berlin,1,3,AWAY,751,Vonovia Ruhrstadion,R. Schröder
78,Bundesliga,Germany,2021,719380,2021-09-12T17:30:00+00:00,UTC,1631467800,Match Finished,FT,90,Regular Season - 4,163,Borussia Monchengladbach,188,Arminia Bielefeld,3,1,HOME,703,Stadion im BORUSSIA-PARK,S. Stegemann
78,Bundesliga,Germany,2021,719391,2021-09-17T18:30:00+00:00,UTC,1631903400,Match Finished,FT,90,Regular Season - 5,159,Hertha Berlin,178,SpVgg Greuther Furth,2,1,HOME,694,Olympiastadion Berlin,T. Stieler
78,Bundesliga,Germany,2021,719385,2021-09-18T13:30:00+00:00,UTC,1631971800,Match Finished,FT,90,Regular Season - 5,157,Bayern Munich,176,Vfl Bochum,7,0,HOME,700,Allianz Arena,T. Welz
78,Bundesliga,Germany,2021,719389,2021-09-18T13:30:00+00:00,UTC,1631971800,Match Finished,FT,90,Regular Season - 5,164,FSV Mainz 05,160,SC Freiburg,0,0,DRAW,11899,MEWA ARENA,B. Brand
78,Bundesliga,Germany,2021,719390,2021-09-18T13:30:00+00:00,UTC,1631971800,Match Finished,FT,90,Regular Season - 5,170,FC Augsburg,163,Borussia Monchengladbach,1,0,HOME,698,WWK Arena,F. Badstübner
78,Bundesliga,Germany,2021,719392,2021-09-18T13:30:00+00:00,UTC,1631971800,Match Finished,FT,90,Regular Season - 5,188,Arminia Bielefeld,167,1899 Hoffenheim,0,0,DRAW,697,SchücoArena,P. Ittrich
78,Bundesliga,Germany,2021,719393,2021-09-18T16:30:00+00:00,UTC,1631982600,Match Finished,FT,90,Regular Season - 5,192,1. FC Köln,173,RB Leipzig,1,1,DRAW,731,RheinEnergieStadion,F. Brych
78,Bundesliga,Germany,2021,719388,2021-09-19T13:30:00+00:00,UTC,1632058200,Match Finished,FT,90,Regular Season - 5,172,VfB Stuttgart,168,Bayer Leverkusen,1,3,AWAY,750,Mercedes-Benz-Arena,B. Cortus
78,Bundesliga,Germany,2021,719386,2021-09-19T15:30:00+00:00,UTC,1632065400,Match Finished,FT,90,Regular Season - 5,165,Borussia Dortmund,182,Union Berlin,4,2,HOME,702,Signal-Iduna-Park,S. Jablonski
78,Bundesliga,Germany,2021,719387,2021-09-19T17:30:00+00:00,UTC,1632072600,Match Finished,FT,90,Regular Season - 5,161,VfL Wolfsburg,169,Eintracht Frankfurt,1,1,DRAW,752,VOLKSWAGEN ARENA,F. Zwayer
78,Bundesliga,Germany,2021,719402,2021-09-24T18:30:00+00:00,UTC,1632508200,Match Finished,FT,90,Regular Season - 6,178,SpVgg Greuther Furth,157,Bayern Munich,1,3,AWAY,718,Sportpark Ronhof Thomas Sommer,R. Schröder
78,Bundesliga,Germany,2021,719400,2021-09-25T13:30:00+00:00,UTC,1632576600,Match Finished,FT,90,Regular Season - 6,167,1899 Hoffenheim,161,VfL Wolfsburg,3,1,HOME,724,PreZero Arena,D. Siebert
78,Bundesliga,Germany,2021,719396,2021-09-25T13:30:00+00:00,UTC,1632576600,Match Finished,FT,90,Regular Season - 6,168,Bayer Leverkusen,164,FSV Mainz 05,1,0,HOME,699,BayArena,B. Dankert
78,Bundesliga,Germany,2021,719395,2021-09-25T13:30:00+00:00,UTC,1632576600,Match Finished,FT,90,Regular Season - 6,169,Eintracht Frankfurt,192,1. FC Köln,1,1,DRAW,10491,Deutsche Bank Park,M. Petersen
78,Bundesliga,Germany,2021,719394,2021-09-25T13:30:00+00:00,UTC,1632576600,Match Finished,FT,90,Regular Season - 6,173,RB Leipzig,159,Hertha Berlin,6,0,HOME,738,Red Bull Arena,S. Stegemann
78,Bundesliga,Germany,2021,719397,2021-09-25T13:30:00+00:00,UTC,1632576600,Match Finished,FT,90,Regular Season - 6,182,Union Berlin,188,Arminia Bielefeld,1,0,HOME,748,Stadion An der Alten Försterei,M. Fritz
78,Bundesliga,Germany,2021,719398,2021-09-25T16:30:00+00:00,UTC,1632587400,Match Finished,FT,90,Regular Season - 6,163,Borussia Monchengladbach,165,Borussia Dortmund,1,0,HOME,703,Stadion im BORUSSIA-PARK,D. Aytekin
78,Bundesliga,Germany,2021,719401,2021-09-26T13:30:00+00:00,UTC,1632663000,Match Finished,FT,90,Regular Season - 6,176,Vfl Bochum,172,VfB Stuttgart,0,0,DRAW,751,Vonovia Ruhrstadion,C. Dingert
78,Bundesliga,Germany,2021,719399,2021-09-26T15:30:00+00:00,UTC,1632670200,Match Finished,FT,90,Regular Season - 6,160,SC Freiburg,170,FC Augsburg,3,0,HOME,12274,Dreisamstadion,D. Schlager
78,Bundesliga,Germany,2021,719411,2021-10-01T18:30:00+00:00,UTC,1633113000,Match Finished,FT,90,Regular Season - 7,192,1. FC Köln,178,SpVgg Greuther Furth,3,1,HOME,731,RheinEnergieStadion,M. Jöllenbeck
78,Bundesliga,Germany,2021,719409,2021-10-02T13:30:00+00:00,UTC,1633181400,Match Finished,FT,90,Regular Season - 7,159,Hertha Berlin,160,SC Freiburg,1,2,AWAY,694,Olympiastadion Berlin,P. Ittrich
78,Bundesliga,Germany,2021,719406,2021-10-02T13:30:00+00:00,UTC,1633181400,Match Finished,FT,90,Regular Season - 7,161,VfL Wolfsburg,163,Borussia Monchengladbach,1,3,AWAY,752,VOLKSWAGEN ARENA,F. Willenborg
78,Bundesliga,Germany,2021,719405,2021-10-02T13:30:00+00:00,UTC,1633181400,Match Finished,FT,90,Regular Season - 7,165,Borussia Dortmund,170,FC Augsburg,2,1,HOME,702,Signal-Iduna-Park,T. Welz
78,Bundesliga,Germany,2021,719407,2021-10-02T13:30:00+00:00,UTC,1633181400,Match Finished,FT,90,Regular Season - 7,172,VfB Stuttgart,167,1899 Hoffenheim,3,1,HOME,750,Mercedes-Benz-Arena,H. Osmers
78,Bundesliga,Germany,2021,719404,2021-10-02T16:30:00+00:00,UTC,1633192200,Match Finished,FT,90,Regular Season - 7,173,RB Leipzig,176,Vfl Bochum,3,0,HOME,738,Red Bull Arena,R. Hartmann
78,Bundesliga,Germany,2021,719408,2021-10-03T13:30:00+00:00,UTC,1633267800,Match Finished,FT,90,Regular Season - 7,164,FSV Mainz 05,182,Union Berlin,1,2,AWAY,11899,MEWA ARENA,T. Stieler
78,Bundesliga,Germany,2021,719403,2021-10-03T15:30:00+00:00,UTC,1633275000,Match Finished,FT,90,Regular Season - 7,157,Bayern Munich,169,Eintracht Frankfurt,1,2,AWAY,700,Allianz Arena,F. Badstübner
78,Bundesliga,Germany,2021,719410,2021-10-03T17:30:00+00:00,UTC,1633282200,Match Finished,FT,90,Regular Season - 7,188,Arminia Bielefeld,168,Bayer Leverkusen,0,4,AWAY,697,SchücoArena,F. Zwayer
78,Bundesliga,Germany,2021,719418,2021-10-15T18:30:00+00:00,UTC,1634322600,Match Finished,FT,90,Regular Season - 8,167,1899 Hoffenheim,192,1. FC Köln,5,0,HOME,724,PreZero Arena,T. Reichel
78,Bundesliga,Germany,2021,719417,2021-10-16T13:30:00+00:00,UTC,1634391000,Match Finished,FT,90,Regular Season - 8,160,SC Freiburg,173,RB Leipzig,1,1,DRAW,12717,Europa-Park Stadion,D. Siebert
78,Bundesliga,Germany,2021,719412,2021-10-16T13:30:00+00:00,UTC,1634391000,Match Finished,FT,90,Regular Season - 8,165,Borussia Dortmund,164,FSV Mainz 05,3,1,HOME,702,Signal-Iduna-Park,D. Schlager
78,Bundesliga,Germany,2021,719413,2021-10-16T13:30:00+00:00,UTC,1634391000,Match Finished,FT,90,Regular Season - 8,169,Eintracht Frankfurt,159,Hertha Berlin,1,2,AWAY,10491,Deutsche Bank Park,D. Aytekin
78,Bundesliga,Germany,2021,719420,2021-10-16T13:30:00+00:00,UTC,1634391000,Match Finished,FT,90,Regular Season - 8,178,SpVgg Greuther Furth,176,Vfl Bochum,0,1,AWAY,718,Sportpark Ronhof Thomas Sommer,B. Dankert
78,Bundesliga,Germany,2021,719415,2021-10-16T13:30:00+00:00,UTC,1634391000,Match Finished,FT,90,Regular Season - 8,182,Union Berlin,161,VfL Wolfsburg,2,0,HOME,748,Stadion An der Alten Försterei,S. Stegemann
78,Bundesliga,Germany,2021,719416,2021-10-16T16:30:00+00:00,UTC,1634401800,Match Finished,FT,90,Regular Season - 8,163,Borussia Monchengladbach,172,VfB Stuttgart,1,1,DRAW,703,Stadion im BORUSSIA-PARK,F. Brych
78,Bundesliga,Germany,2021,719414,2021-10-17T13:30:00+00:00,UTC,1634477400,Match Finished,FT,90,Regular Season - 8,168,Bayer Leverkusen,157,Bayern Munich,1,5,AWAY,699,BayArena,S. Jablonski
78,Bundesliga,Germany,2021,719419,2021-10-17T15:30:00+00:00,UTC,1634484600,Match Finished,FT,90,Regular Season - 8,170,FC Augsburg,188,Arminia Bielefeld,1,1,DRAW,698,WWK Arena,R. Schröder
78,Bundesliga,Germany,2021,719425,2021-10-22T18:30:00+00:00,UTC,1634927400,Match Finished,FT,90,Regular Season - 9,164,FSV Mainz 05,170,FC Augsburg,4,1,HOME,11899,MEWA ARENA,R. Hartmann
78,Bundesliga,Germany,2021,719421,2021-10-23T13:30:00+00:00,UTC,1634995800,Match Finished,FT,90,Regular Season - 9,157,Bayern Munich,167,1899 Hoffenheim,4,0,HOME,700,Allianz Arena,M. Jöllenbeck
78,Bundesliga,Germany,2021,719423,2021-10-23T13:30:00+00:00,UTC,1634995800,Match Finished,FT,90,Regular Season - 9,161,VfL Wolfsburg,160,SC Freiburg,0,2,AWAY,752,VOLKSWAGEN ARENA,T. Welz
78,Bundesliga,Germany,2021,719422,2021-10-23T13:30:00+00:00,UTC,1634995800,Match Finished,FT,90,Regular Season - 9,173,RB Leipzig,178,SpVgg Greuther Furth,4,1,HOME,738,Red Bull Arena,C. Dingert
78,Bundesliga,Germany,2021,719427,2021-10-23T13:30:00+00:00,UTC,1634995800,Match Finished,FT,90,Regular Season - 9,188,Arminia Bielefeld,165,Borussia Dortmund,1,3,AWAY,697,SchücoArena,B. Brand
78,Bundesliga,Germany,2021,719426,2021-10-23T16:30:00+00:00,UTC,1635006600,Match Finished,FT,90,Regular Season - 9,159,Hertha Berlin,163,Borussia Monchengladbach,1,0,HOME,694,Olympiastadion Berlin,B. Cortus
78,Bundesliga,Germany,2021,719428,2021-10-24T13:30:00+00:00,UTC,1635082200,Match Finished,FT,90,Regular Season - 9,192,1. FC Köln,168,Bayer Leverkusen,2,2,DRAW,731,RheinEnergieStadion,F. Zwayer
78,Bundesliga,Germany,2021,719424,2021-10-24T15:30:00+00:00,UTC,1635089400,Match Finished,FT,90,Regular Season - 9,172,VfB Stuttgart,182,Union Berlin,1,1,DRAW,750,Mercedes-Benz-Arena,F. Badstübner
78,Bundesliga,Germany,2021,719429,2021-10-24T17:30:00+00:00,UTC,1635096600,Match Finished,FT,90,Regular Season - 9,176,Vfl Bochum,169,Eintracht Frankfurt,2,0,HOME,751,Vonovia Ruhrstadion,M. Fritz
78,Bundesliga,Germany,2021,719436,2021-10-29T18:30:00+00:00,UTC,1635532200,Match Finished,FT,90,Regular Season - 10,167,1899 Hoffenheim,159,Hertha Berlin,2,0,HOME,724,PreZero Arena,S. Jablonski
78,Bundesliga,Germany,2021,719435,2021-10-30T13:30:00+00:00,UTC,1635600600,Match Finished,FT,90,Regular Season - 10,160,SC Freiburg,178,SpVgg Greuther Furth,3,1,HOME,12717,Europa-Park Stadion,F. Brych
78,Bundesliga,Germany,2021,719430,2021-10-30T13:30:00+00:00,UTC,1635600600,Match Finished,FT,90,Regular Season - 10,165,Borussia Dortmund,192,1. FC Köln,2,0,HOME,702,Signal-Iduna-Park,M. Petersen
78,Bundesliga,Germany,2021,719432,2021-10-30T13:30:00+00:00,UTC,1635600600,Match Finished,FT,90,Regular Season - 10,168,Bayer Leverkusen,161,VfL Wolfsburg,0,2,AWAY,699,BayArena,D. Aytekin
78,Bundesliga,Germany,2021,719433,2021-10-30T13:30:00+00:00,UTC,1635600600,Match Finished,FT,90,Regular Season - 10,182,Union Berlin,157,Bayern Munich,2,5,AWAY,748,Stadion An der Alten Försterei,H. Osmers
78,Bundesliga,Germany,2021,719438,2021-10-30T13:30:00+00:00,UTC,1635600600,Match Finished,FT,90,Regular Season - 10,188,Arminia Bielefeld,164,FSV Mainz 05,1,2,AWAY,697,SchücoArena,B. Dankert
78,Bundesliga,Germany,2021,719431,2021-10-30T16:30:00+00:00,UTC,1635611400,Match Finished,FT,90,Regular Season - 10,169,Eintracht Frankfurt,173,RB Leipzig,1,1,DRAW,10491,Deutsche Bank Park,D. Schlager
78,Bundesliga,Germany,2021,719437,2021-10-31T14:30:00+00:00,UTC,1635690600,Match Finished,FT,90,Regular Season - 10,170,FC Augsburg,172,VfB Stuttgart,4,1,HOME,698,WWK Arena,P. Ittrich
78,Bundesliga,Germany,2021,719434,2021-10-31T16:30:00+00:00,UTC,1635697800,Match Finished,FT,90,Regular Season - 10,163,Borussia Monchengladbach,176,Vfl Bochum,2,1,HOME,703,Stadion im BORUSSIA-PARK,T. Reichel
78,Bundesliga,Germany,2021,719443,2021-11-05T19:30:00+00:00,UTC,1636140600,Match Finished,FT,90,Regular Season - 11,164,FSV Mainz 05,163,Borussia Monchengladbach,1,1,DRAW,11899,MEWA ARENA,R. Schröder
78,Bundesliga,Germany,2021,719439,2021-11-06T14:30:00+00:00,UTC,1636209000,Match Finished,FT,90,Regular Season - 11,157,Bayern Munich,160,SC Freiburg,2,1,HOME,700,Allianz Arena,S. Stegemann
78,Bundesliga,Germany,2021,719441,2021-11-06T14:30:00+00:00,UTC,1636209000,Match Finished,FT,90,Regular Season - 11,161,VfL Wolfsburg,170,FC Augsburg,1,0,HOME,752,VOLKSWAGEN ARENA,M. Fritz
78,Bundesliga,Germany,2021,719442,2021-11-06T14:30:00+00:00,UTC,1636209000,Match Finished,FT,90,Regular Season - 11,172,VfB Stuttgart,188,Arminia Bielefeld,0,1,AWAY,750,Mercedes-Benz-Arena,C. Dingert
78,Bundesliga,Germany,2021,719446,2021-11-06T14:30:00+00:00,UTC,1636209000,Match Finished,FT,90,Regular Season - 11,176,Vfl Bochum,167,1899 Hoffenheim,2,0,HOME,751,Vonovia Ruhrstadion,F. Willenborg
